row,subject_id,sleep_date,lifelog_date,is_h057_seed,is_h050_null,h062_changed_row,h063_changed_row,nearest_seed_order_distance,episode_near,row_gain_to_q061_nonq2,min_target_gain,positive_targets,Q1_gain,Q3_gain,S1_gain,S2_gain,S3_gain,S4_gain,gain_rank,min_gain_rank,positive_rank,episode_rank,h013_raw_human_seed_dist,h013_raw_human_null_dist,h013_raw_human_seed_score,h013_raw_human_null_score,h013_raw_human_contrast_rank,h013_raw_human_graph_raw,h013_raw_human_graph_rank,e262_social_day_seed_dist,e262_social_day_null_dist,e262_social_day_seed_score,e262_social_day_null_score,e262_social_day_contrast_rank,e262_social_day_graph_raw,e262_social_day_graph_rank,e268_story_seed_dist,e268_story_null_dist,e268_story_seed_score,e268_story_null_score,e268_story_contrast_rank,e268_story_graph_raw,e268_story_graph_rank,e328_ownlife_seed_dist,e328_ownlife_null_dist,e328_ownlife_seed_score,e328_ownlife_null_score,e328_ownlife_contrast_rank,e328_ownlife_graph_raw,e328_ownlife_graph_rank,deep_raw_top500_seed_dist,deep_raw_top500_null_dist,deep_raw_top500_seed_score,deep_raw_top500_null_score,deep_raw_top500_contrast_rank,deep_raw_top500_graph_raw,deep_raw_top500_graph_rank,graph_consensus,contrast_consensus,seed_context,null_context,null_avoidance,h064_row_score,nearest_seed_row,signed_seed_offset,abs_seed_distance,phase,phase_near,h064_changed_row,phase_route_gain,phase_route_rank,h064_rank,graph_rank,contrast_rank,gain_rank2,h065_row_score,positive_route_targets
138,id06,2024-07-18,2024-07-17,0,0,1,1,1.0,1.0,0.0168862931466356,1.124376325184473e-06,6,0.0017700422466059,0.0073676515867672,0.0008162267351449,1.124376325184473e-06,0.0037142326506797,0.0032170155511125,0.968,0.232,0.502,0.638,0.7009085133838978,0.8326769638114246,0.892,0.68,0.844,0.5035383457195063,0.808,0.943520914666028,0.9054047368845506,0.644,0.668,0.42,0.3801368463692154,0.8,1.047311685007281,1.057160428164389,0.412,0.252,0.696,-0.0077726966183098,0.72,0.3615154207878395,0.5802494500790398,0.988,0.732,0.802,-0.1367971324126025,0.564,0.6437584055866505,0.6015989062469297,0.916,0.904,0.54,0.4367735766354026,0.796,0.7403262732737018,0.6512471928098773,0.7520405437026143,0.6343541545508328,0.3656458454491672,0.7251522644002837,139,-1,1,pre,1.0,1,0.014001820003342344,0.968,0.98,0.792,0.804,0.968,1.13352,6
205,id09,2024-08-10,2024-08-09,0,0,1,1,2.0,1.0,0.0166973547143652,5.003541931003497e-06,6,0.0032702104661319,5.003541931003497e-06,2.8517993227208515e-05,0.012027099290587,0.001291602548082,7.49208744059704e-05,0.964,0.372,0.502,0.638,0.8831414988254729,0.97586288611784,0.64,0.384,0.886,0.2056330888288803,0.756,0.9267263460452556,1.0377650312857556,0.696,0.316,0.916,0.3373672809728048,0.784,0.904119453316762,1.018036791844766,0.78,0.396,0.9,0.0700521384869564,0.764,0.8895742216938001,0.6472650887345363,0.18,0.604,0.116,-0.1162518906494065,0.6,0.7571286075657165,0.6012278542053342,0.8,0.908,0.272,-0.2351022655631853,0.396,0.666364305347499,0.6385477105265598,0.6316762219072213,0.5124753773284103,0.4875246226715897,0.7120497879200929,203,2,2,post,1.0,1,0.014598942447777685,0.976,0.972,0.736,0.78,0.964,1.1177599999999999,6
236,id10,2024-08-19,2024-08-18,0,0,1,1,1.0,1.0,0.0096959710429315,3.123572850816103e-05,6,0.0030907412469899,0.0025805883566352,3.123572850816103e-05,0.0008098947226015,0.0007319242747482,0.0024515867134484,0.812,0.66,0.502,0.638,0.9550336787849596,1.0445980202140914,0.484,0.192,0.914,0.1031919580554549,0.716,0.7327604318935227,0.8895558056746673,0.904,0.7,0.808,-0.2011792504542758,0.46,0.8188149795325506,0.9684801065352076,0.896,0.552,0.868,-0.0790716382187702,0.656,0.3203457322385732,0.5891731070407434,0.996,0.72,0.824,-0.0916394920799233,0.644,0.7637793153602603,0.996626150326191,0.776,0.332,0.992,-0.0691875367681056,0.604,0.6115941079876617,0.8792181069900714,0.8171597663317179,0.5064712259396837,0.4935287740603162,0.7471262159341143,235,1,1,post,1.0,1,0.007305032871010299,0.8,0.996,0.668,0.972,0.812,1.09992,6
99,id04,2024-10-20,2024-10-19,0,0,1,1,1.0,1.0,0.0105722770556871,0.0002709285472084,6,0.0004887720858324,0.0022755038269098,0.0058257971844545,0.0002929526563003,0.0002709285472084,0.0014183227549815,0.852,0.952,0.502,0.638,1.0891856376695654,1.037907211900519,0.14,0.212,0.324,0.0755134255713823,0.704,0.9752786874794728,1.0429939527682208,0.536,0.288,0.84,-0.0900901363801577,0.584,0.8595209030914405,1.1147014891101157,0.844,0.148,0.996,-0.0198749045693621,0.708,0.5576430489986267,0.6563699478087376,0.836,0.588,0.792,0.1391681496211471,0.78,0.7371670787704514,0.6720058190105916,0.824,0.852,0.414,-0.0916401411373266,0.588,0.6697386004556917,0.6894749778695413,0.6419139630371411,0.4057163866130515,0.5942836133869485,0.7563060752680066,98,1,1,post,1.0,1,0.006743006437858435,0.76,1.0,0.74,0.872,0.852,1.0958400000000001,6
195,id08,2024-09-10,2024-09-09,0,0,1,1,1.0,1.0,0.0154427240702144,0.0003875445710083,6,0.0079031571418186,0.0004099593794101,0.001141920707977,0.004045987395167,0.0015541548748332,0.0003875445710083,0.948,0.972,0.502,0.638,0.8255835518180199,1.0381181365881178,0.74,0.208,0.988,0.0270700168952956,0.668,0.9323976202517092,1.0660071298880789,0.68,0.224,0.948,0.0177807772118183,0.696,1.0034634601358767,1.0082548566543037,0.568,0.46,0.612,-0.2067551572968984,0.544,0.9605048137766616,0.8881966888496302,0.08,0.12,0.432,-0.154406297665766,0.544,0.9345084848527248,0.8072644029578325,0.504,0.648,0.246,-0.4313377186090302,0.288,0.5507775123649438,0.6518209770920851,0.5239491777785692,0.3369230312217472,0.6630769687782527,0.731413868669742,194,1,1,post,1.0,1,0.012219463106708257,0.952,0.988,0.56,0.812,0.948,1.0900800000000002,6
147,id06,2024-08-21,2024-08-20,0,0,0,1,1.0,1.0,0.0107519200219667,2.1685677785154844e-06,6,0.0007698852791474,2.1685677785154844e-06,0.0016063944517614,2.5471883614386965e-05,0.0006194747446528,0.0077285250950121,0.868,0.284,0.502,0.638,0.9279044415836536,0.9599850125352029,0.544,0.432,0.742,0.2637043091132228,0.772,0.6381086360421092,1.0875144766210674,0.928,0.176,0.996,0.5868696949933797,0.82,0.6625652883960081,1.0223586217476075,0.992,0.364,0.984,0.219619538350006,0.808,0.3946111119051746,0.9321784179146504,0.972,0.06,1.0,0.1445010921594455,0.788,0.769478015547068,0.8951337958680929,0.756,0.48,0.93,0.480246149724059,0.812,0.8012234047038516,0.9347870413330608,0.8466979879283565,0.3026780717761312,0.6973219282238687,0.7324801705044288,146,1,1,post,1.0,1,0.009801721172803495,0.892,0.992,0.82,0.996,0.868,1.07136,6
128,id06,2024-07-07,2024-07-06,0,0,1,1,7.0,0.0,0.0153504776432923,1.869494307915257e-05,6,0.0002157738055368,0.0005876075270627,1.869494307915257e-05,0.0096723050225968,0.0031917864442314,0.0016643099007852,0.944,0.576,0.502,0.138,0.929617548192274,1.0758171037609927,0.54,0.12,0.964,0.3451678391766763,0.78,1.0617311856186344,0.9975879260191908,0.244,0.436,0.242,0.1404411660096543,0.744,0.988044333204661,1.084874926276482,0.616,0.208,0.92,0.1840766666601318,0.8,0.7725621473782761,0.9169542171010944,0.444,0.072,0.892,0.212355175883271,0.816,0.9749527755642758,0.8890723772237489,0.452,0.5,0.364,-0.1068283334056513,0.568,0.7420871589686875,0.6662606703082723,0.4574724463234813,0.2740165781451973,0.7259834218548027,0.7206234951584263,135,-7,7,pre,0.0,1,0.013218779688223022,0.964,0.976,0.796,0.844,0.944,1.06656,6
132,id06,2024-07-11,2024-07-10,0,0,1,1,3.0,1.0,0.0101748780074946,0.0001024374390402,6,0.0004497721744828,0.0007827923501768,0.0017331219406714,0.0061154788500604,0.0009912752530628,0.0001024374390402,0.828,0.836,0.502,0.638,0.6697421848971853,0.7492851099022698,0.9,0.816,0.712,0.4949857773146362,0.796,0.9931442281996672,0.9504565239187314,0.464,0.548,0.346,0.3346038481812189,0.78,1.1378775708331177,1.1765813218105603,0.22,0.048,0.724,-0.1258545654597189,0.62,0.6377261320596888,0.5221122362901355,0.7,0.84,0.308,-0.1003224783956882,0.624,0.7902158896653371,0.80845379014398,0.724,0.64,0.676,0.5094140271186106,0.82,0.7268198752356169,0.5543291954543154,0.5820210980429171,0.5557191788964826,0.4442808211035174,0.7289383855706344,135,-3,3,pre,1.0,1,0.008131002342702297,0.848,0.984,0.78,0.624,0.828,1.06352,6
71,id03,2024-09-17,2024-09-16,0,0,1,1,1.0,1.0,0.0104790635184093,9.007395077736956e-05,6,9.007395077736956e-05,0.0004122422966753,0.0023605947245901,0.000118934853197,0.003173529225227,0.0043236884679423,0.84,0.824,0.502,0.638,1.0317318723521651,0.9724633308555228,0.296,0.388,0.284,-0.116236389697443,0.544,1.040537450860206,1.0583614250222435,0.304,0.236,0.686,-0.0420084739988673,0.64,1.0224721279926712,1.0966215697507302,0.472,0.188,0.816,-0.0209502527691235,0.704,0.581663379742838,0.6921264407806478,0.792,0.504,0.844,-0.1279095316153594,0.576,0.7799256590278801,0.5484921031740567,0.732,0.964,0.136,-0.1533936406811079,0.516,0.6012542255181098,0.5636947244856024,0.5105675354780965,0.441918212465585,0.5580817875344151,0.6944091070422655,70,1,1,post,1.0,1,0.008704810046526056,0.86,0.964,0.636,0.64,0.84,1.03904,6
214,id09,2024-08-21,2024-08-20,0,0,1,1,2.0,1.0,0.010565829046081,0.0001224766274025,6,0.0001224766274025,0.0001356934426751,0.0031163392173767,0.0029491144830305,0.0031905207224115,0.0010516845531844,0.848,0.852,0.502,0.638,0.9946849791162006,0.8517785629960922,0.4,0.656,0.124,-0.3605961427826657,0.364,0.995744802443644,0.8134021609052734,0.46,0.836,0.088,-0.3597376797158783,0.32,1.075465640243454,1.0937894942919997,0.364,0.196,0.71,0.1402213256136674,0.796,0.5453830110094156,0.7420726560615387,0.852,0.384,0.928,0.1357206129950117,0.776,0.8112770100718744,1.1712233503392462,0.692,0.056,1.0,0.1620602166286714,0.764,0.6022205998277922,0.5608694576357927,0.5429438688124542,0.4280908285656071,0.5719091714343929,0.698037460628212,216,-2,2,pre,1.0,1,0.007792215810609235,0.84,0.968,0.64,0.628,0.848,1.03688,6
